Title,Location,Summary
"Cloud Engineer, Infrastructure, Google Cloud Professional",서울 강남구,"e.g., Java, Python, etc.)Preferred... 프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신..."
Software Engineer,경기도 성남,"C++ 능숙자 (주요 언어는 C++이며 C#도 활용) Java 및 Python 경험 선호 영어활용 중급 이상 (외국인과 천천히라도 본인의 의견을 표현... C#, JavaScript, Python. Working knowledge..."
상점 계약 운영기획 담당자,서울 강남구,"심의 커뮤니케이션 역량을 지니신 분 1년 이상의 유관 업무 경험 우대사항 GA, Tableau, SQL, Python 등 기본적인 데이터 분석 역량이 있으신 분 Zapier, Airtable 등 업무 자동화 툴/프로세스 도입..."
"Mondrian AI개발자 (Web, 프론트엔드, 백엔드)",인천 연수구,"c, 소프트웨어개발, MySQL, API, Python, Windows, 웹개발, 프론트엔드, Python, .NET, 백엔드 모집학력학력무관고용형태... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
"백엔드 개발자, 모바일앱 개발자, 블록체인 개발자 경력직",서울 용산구,"우대사항 AWS 숙련자 php , python, 블록체인 관련 개발 경험자... spring linux SQL [우대요건] AWS 숙련자 php , python, 블록체인 관련 개발 경험자 3명 모바일앱개발(1名) [담당업무..."
금융 Data scientist,서울 송파구,". R, Python, SQL 등을 활용한 기본적인 데이터 처리 및 분석 경험... 직책]근무부서: 플랫폼부문직급/직책: 팀원, 대리, 사원 [자격요건]. R, Python, SQL 등을 활용한 기본적인 데이터 처리 및 분석 경험..."
Modelling & Simulation (M&S) Software Engineer,서울,"JavaScript, CSS3, ASP.Net, Java, JSP, Python, SQL, Linux, Apache, Mysql, and PHP... programing languages: Python, JavaScript..."
Recruitment for Verification Engineer,서울,"ACE) protocol 경험 Verilog HDL, SystemVerilog 사용 경험 Perl, Python 등의 script 사용 경험 C, C++ 사용 경험 UVM 검증 관련 경력자 우대 UVM 검증 경험이..."
2022년 ICT이노베이션스퀘어 인공지능(AI)/블록체인 3기 교육생,서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
"Software Engineer, Camera 3A",서울,"driver, hal, framework, and application. Experience in any of Python, Halide, and Neon programming. About the job Google..."
Software Engineer - Python and K8s,서울,"we are building a new community around Python opscode for open source applications... who enjoy Python, have a passion..."
Datacenter Engineer,서울,"Base Operating System Install • Some experience with Perl, Python, Bash or Java • Core OS Services: ssh, telnet, ftp, nfs..."
공무(실증플랜트) 신입사원 모집,서울 역삼동,"기획 • 전공무관 (상경계열 전공 우대) Trading • 전공무관 (상경/화공계열 전공 우대) • Python, VBA 등 코딩 능숙자 우대 재무(회계) • 전공무관 (재무관리/파생상품 관련 전공 우대) 구매..."
[데이터 프로덕트] 데이터 엔지니어 모집,성남 판교역,"엔지니어링 2년 이상 업무경험 보유자 ⁃ 하둡 에코시스템의 전반적 이해를 바탕으로 ETL 가능하신 분 ⁃ python(필수), java, go, bash 등 언어 중 하나 이상 활용 가능하신 분 ⁃ 새로운 기술에 대한 관심이..."
Python Developer (Internal Product),서울 강남구,합류하게 될 팀에 대해 알려드려요토스의 Python Developer는 팀 또는... 편리하게 사용할 수 있도 인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
DT운영팀 경력직 (팀원),서울 강남구,"시각화 -공공 데이터 연계 및 활용 서비스 개발이런 분을 찾습니다.자격요건-학력 : 대졸이상-프로그래밍 개발( Python, Java) 경험 5년 이상-Database, SQL 중급 이상 이해도-AWS, Hadoop 등 DT..."
2022년 5월 CTO 배터리 진단 분야 전문가,대전 유성구,"상태를 추정 및 진단하는 알고리즘 연구/개발 필요사항 -. 개발, 양산, 필드 빅데이터 처리/분석 경험 -. Python 숙련자 (Pandas, Tensorflow, Keras 등 머신러닝/딥러닝 Libraries 능숙 활용..."
Machine Learning Engineer-Eng,서울 강남구,프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
[직원] 전산실 개발 인력,서울 종로구,"Javascript 작업 가능자REST API, JSON, XML, ODATA, 공공 API 사용 경험자AI/ML Python 사용 경험자 우대 4) 우대사항 인터넷·IT·통신·모바일·게임>전산·IT기술지원>전산직"
[클라우드플랫폼실] System Engineering팀 클라우드 엔지니어,서울 강남구,라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>통신·모바일>플랫폼(VM)|인터넷·IT·통신·모바일·게임>ERP·시스템분석...
CX Consulting Engineer (Technical Leader),서울,"automation technologies and preferably know scripting ( Python, Perl or similar) Soft Skills: Excellent written and verbal..."
[TmaxFinTech/R&D] AI & FinTech 프론트엔드 개발자(2022 공개),성남 분당구,"전산관련 전공 - 반응형 디자인, 웹 접근성, 웹 표준을 고려한 UI 개발 경험이 있는 분 - Node.js, Python, PHP와 같은 다양한 언어 및 프레임워크 경험이 있는 분 - 테스트 및 배포 자동화 경험이 있는 분..."
Data Scientist (토스신용데이터),서울 강남구,이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>하둡(Hadoop... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임...
해석부문 신입사원 추가 공개채용,서울 가산동,"및 금형파손분석, 주조해석(AnyCasting 사용 가능자 우대) • 업무자동화(Coding, VBA, Python), 인공지능, 딥러닝/머신러닝, 빅데이터 기계, 자동차, 전기전가, 제어 및 관련학과 서울 공통자격..."
[11번가] 데이터 아키텍처 분야,서울 중구,"설계하고 필요한 기술set으로 개발하여 서비스에 전달 가능하신 분- Python, shell, Procedure 등을 통한 데이터 처리와 Batch... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
인사분야 신입사원 모집,서울 역삼동,"기획 • 전공무관 (상경계열 전공 우대) Trading • 전공무관 (상경/화공계열 전공 우대) • Python, VBA 등 코딩 능숙자 우대 재무(회계) • 전공무관 (재무관리/파생상품 관련 전공 우대) 구매..."
[전문연구요원 신규편입/전직] 의료영상/음성인식/생체신호 연구원,서울 서초구,인공지능)>텍스트마이닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
[제약] 신약 분자설계 연구(선임/책임),성남 분당구,구원 (총 1명). 학력/ 분야 : 석사 및 박사 / 분자모델링 [우대사항]`모델링 소프트웨어 활용능력 - Python 등 programming 경험자 우대 - 병역특례 가능 의료·간호·보건·복지>약무·제약>제약연구개발|전자...
국내 대기업 - 고객 데이터분석 포지션,서울,"도출 경험자 - 데이터 분석 지식 및 분석 Tool((SQL, R, Python 등) 사용가능자 - 고객 Segmentation 및 타겟마케팅 실행... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
Technical Support Engineer-Developer,서울,"developing with Chatbot, Linux, Apache, Java, Node, Python, PHP, or Ruby - Knowledge and experiences of cloud services (Azure..."
"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
알파코 빅데이터 기반 딥러닝 부트캠프 3기 교육생,서울 성동구,통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>빅데이터...
"Software Engineer, Android Connectivity",서울,"one or more... following languages: C, C++, Java, or Python. Preferred qualifications: 5 years of experience in Android..."
컴파일러 엔지니어(딥엑스),성남 분당구,통신·모바일·게임>빅데이터·AI(인공지능)>비전인식|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
[전문연구요원] 의료영상 리서치 엔지니어 정규직,서울 마포구,"학력무관직무기술: VISUALC++, 응용프로그래밍, C·C++, Python, AI개발 2 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
자동차 전장 ADAS SW 분야 전문가,서울 강서구,multi-view geometry - 중급 이상 C/C++/ Python 개발 및 computer vision관련 tool 활용 가능... 트롤 - 중급 이상 C/C++/ Python/MATLAB 및 computer...
