Title,Location,Summary
디지털 미디어 매니저(퍼포먼스&브랜딩) 신입/경력,서울 서초구,[우대 요건] 1) 마케팅 전공자 2) 영어 커뮤니케이션 가능자 3) Python을 통한 프로그래밍 가능자 4) 구글 및 페이스북 셀프서브 가능자 5) GA 및 써드파티 트래커 활용 가능자 마케팅·광고·홍보·조사>마케팅>온라인마케팅
[K-Digital]프로젝트 기반 빅데이터 분석 인재 양성과정 연수생,충청남도 아산,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신...
"Staff, Data Analyst (ROD)",서울,"Key Responsibilities: Utilize code ( Python, R, SQL etc... extracting, analyzing... package... R or Python Experience..."
[현장코칭](주)대연씨앤아이 웹솔루션 개발 사원 (JAVA/Python),서울 구로구,"[WEB 개발자] - 컴퓨터, 전산, 시스템공학, 응용소프트웨어고학, 기타 공학, 수학, 통계학 관련 전공 우대 - 정보처리기사, 정보통신기술자경력수첩(초급) 우대 - 이클립스 개발툴 사용 가능자 우대 - 차트 라이브러리..."
웹 스크래핑 개발자 영입,성남 분당구,로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신... 코딩)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
[KSTEC] SW 프로그래머 경력사원,성남 분당구,통신·모바일·게임>응용프로그래머>.NET|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HTML·DHTML·mHTML
[전문연구요원] 반도체IP HW 개발자,서울 강남구,"Compression, Image Processing, Deep Learning 알고리즘 이해 • C/C++/ Python Programming • SOC Integration, back-end implementation 경험..."
Software Architecture 설계 엔지니어,성남 분당구,경험 - Windows/Linux 상에서 C++/ Python 언어 사용 개발 경험 - C++ / Python 언어 사용 개발 경험 - 객체지향 설계에... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임...
"금융 데이터 분석 엔진, 로보어드바이저 개발자",서울 영등포구,"시스템, 머신러닝, 자연어처리. 패턴분석 - 다음 언어에서 최소 한 가지 이상 능숙자: Java, C++, Python, JavaScript 우대사항 - 석사이상 컴퓨터공학 (Computer Science) 분야 또는..."
스크린플랫폼개발팀 웹프로그램 개발자,성남 분당구,인터넷·IT·통신·모바일·게임>응용프로그래머>API|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
GUI 시스템 개발,서울 송파구,로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머...
[11번가] 빅데이터 처리 시스템 개발 분야,서울 중구,"비스 시스템 설계/개발/운영이런 분을 찾습니다.Java, Scala, Python, R, SQL등 언어를 이용한 개발 경력(3년 이상)을 보유하신 분... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임..."
Sr.SCM (Inventory Planning Control),서울,"세스/시스템 개선 리드 자격 요건: 물류/SCM, 엔지니어링 분야 학사 이상 데이터 분석역량(SQL, Python, R 등) 5년 이상 SCM/물류 관련 분야 경력 프로세스 개선/생산성 개선관련 프로젝트 리드경험 및 개선..."
Product Data Analytics Lead,서울 서초구,모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>데이터분석|인터넷·IT·통신·모바일·게임>데이터베이스...
[CJ Olivenetworks/경력] AI연구소 플랫폼 연구/개발(Backend Engineer),서울 용산구,백엔드|인터넷·IT·통신·모바일·게임>응용프로그래머>API|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>네트워크·서버·보안...
각 분야별 인재 Pool 등록,서울,"자 - 데이터 분석 툴(Adobe Analytics 또는 Google Analytics) 유경험자 우대 - Python, R, SQL 역량 보유자 우대 - 데이터에 기반한 문제해결 능력 및 통계학적 지식 보유자 우대 - 담당..."
[Engineering Div.] 인프라보안 / CERT Engineer (10년 이상),서울 강남구,"PaaS 환경을 경험보안솔루션 구축/운영/관리 경험보안관련 로그나 이벤트를 분석하고 대응할 수 있는 분 Python, shell script 등의 스크립트 제작 및 활용 역량 이런 경험들이 있다면 저희가 찾는 그 분입니다..."
Software Engineer,서울 강남구,"limited to: C++, Java, C, and Python.Excellent verbal and written communication... 로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
프론트엔드 개발자/디자이너/기획/마케터 정직원,성남 수정구,JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>HDML|인터넷·IT·통신·모바일·게임>웹프로그래머>APM|인터넷...
데이터분석,서울 구로구,"관련 전반 지식을 보유하신 분2) 문제정의 및 기획, 데이터 수집·전처리·분석·모델링 모두 가능하신 분3) Python, R 등 데이터 분석툴 사용에 능숙한 분4) Machine Learning (TensorFlow, 기타..."
Real World Evidence Specialist (1 year contract),서울,"experience in using statistical software (e.g., R, SAS, Python, SPSS... Stata... proficiency in Excel, Word..."
[NAVER Cloud] Media 서비스 개발,성남 분당구,"Spring 환경에 대한 이해 및 다양한 개발 경험 또는 Go, Python, C/C++등을 이용한 플랫폼 개발 경험- 비동기 프로그래밍 등 고성능... 그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
자동차 전장 Security 분야 전문가,서울 강서구,식에 대한 이해 - Linux 사용 경험 보유 (1년 이상) - Shell Scripting 제작 또는 Python Programming 경험 2. 우대사항 - SDL (Security Development Lifecycle...
생명정보학 부문 박사졸 선임연구원 정규직 정규직,서울 서대문구,"- Python or R 활용가능 -Linux terminal 능숙 -생물학... 생명정보학, 생물정보학-외국어: 영어 회화가능,독해가능,작문가능- Python or R 활용가능- Linux terminal 능숙- 생물학 기초 수강..."
Data 분석 경력 모집,서울 중구,"Marketing DB 추출 Web/App. Log Data 분석 SQL, R, Python을 이용한 데이터 분석 역량(SQL필수, R/ Python 선택적) Excel 활용 및 Data Handling 마케팅 정형..."
Data 분야 경력,서울,"해가 뛰어난 자 - R, Python, SAS, SQL 등 활용 역량 우대사항(해당 내용 중 1개 이상) - ML/DL 경험 인력 우대 - 관련 분야 석사 이상 학위 소지자 우대 - R, Python등 데이터분석 모델링 경험..."
[농심ENG] 신입/경력사원 정기채용,서울 신대방동,"프로세싱 알고리즘 개발 경험자 - Open CV, Halcon, Python 사용자 - Vision SW 개발 경험자 - Deep Learning... Open CV, Halcon, Python 사용자 - Vision SW..."
[실내배송로봇 연구개발] - Robotics Software Engineer 외,서울 강서구,로보틱스 기술 분야에 대한 이해 및 개발 경험- C / C++ or Python 이해 및 개발 능숙[우대사항]- 실내 자율 주행 개발 프로젝트 수행... 개발 경험- C / C++ or Python 이해 및 개발 능숙[우대사항...
[Beluga] 음성 (TTS/STT) 딥러닝 엔지니어 (2년 이상),서울 강남구,력을 보유하신 분 (PyTorch)독창적인 기술 제시 및 문제 해결을 위한 프로그래밍 능력을 보유하신 분 ( Python/shell 등) 이런 경험들이 있다면 저희가 인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>딥러닝...
[유통 대기업] Business Analyst(비지니스분석가) 과차장급,서울,"이터 컨설팅 또는 비즈니스 컨설팅 경력 5년 이상 보유 -SQL, R, Python 중 1개 이상의 분석 도구 활용 경험 보유 -비지니스에 대한 문제... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
[박람회] 소프트웨어 개발자,서울 성동구,"연구과제/시범사업 R&D 참여- 윈도우 기반 GUI 프로그램** 자격요건- C, C++, C#, WPF, Python 언어 등 개발- JAVA, MFC, VB 언어 중 1가지 이상 사용- DataBase , TCP/IP 소켓..."
[하나금융그룹] 빅데이터 분석 모집,인천 청라동,"모델 개발 [필요역량] ㆍ데이터 분석 능력 중/고급 이상 ㆍ데이터 분석/모델링을 위한 언어 능력 (R, Python 등) 중급 이상 [경력사항] ㆍ박사 : 경력 없어도 지원가능 ㆍ석사 : 경력 5년 이상 ㆍ학사 : 경력 8..."
클라우드 분야 경력,서울,"가능하신 분 ② 인프라 운영에 필요한 기본적인 스크립트 작성 능력 보유 - ShellScript, Python, Java 등 우대사항(해당 내용 중 1개 이상) - 대용량 데이터베이스 운영 경험 - OGG, SharePlex..."
Django 서버 개발자 - 대전연구소,대전 유성구,AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝
"Solutions Architect, [Recruiting Event : 6/13 – 7/10]",서울,"Container기반 등)에 대한 설계, 구축, 운영 경험이 있는 분 OR 하나 이상의 최신기술 언어( Python, Java, Node.js 등)를 이용한 Web 서비스 설계/개발/운영 경험이 있는 분 Job summary..."
소프트웨어 CTO포지션 [상장예정 스마트 테마파크 스타트업],서울,"Our current major tech stack: • Java, Spring Boot, Nodejs, Python... our backend... major language for backends..."
"[삼성동] Application 보안담당자 (5년이상,시니어)",서울 강남구,Global Certification에 대한 이해도가 있으신 분 - Go/ Python 등 프로그래밍에 대한 이해도가 있으신 분 - API / 바이너리... 대한 이해도가 있으신 분- Go/ Python 등 프로그래밍에 대한 이해도가...
"JAVA, Python, R, C, C++ 외 신입/경력 개발자 정규직",서울 강남구,"(주)이지서티 JAVA, Python, C, C++, C#임베디드... 게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
"영상처리, 컴퓨터 비전 전문가 (신입/경력)",성남 수정구,"인원 [담당업무] Python, C++, MFC, C를 이용하여 - OpenCV 로 Visual SLAM 개발- MFC, Python을 이용하여 GUI... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
일반직 경력직원 모집[정보보안 전문가],서울 여의도,"분야 학위 전공자 ㆍSIEM 및 보안장비 운영 경험자 ㆍ정보보호 관제분야 실무 경험 ㆍC++, JAVA, Python 등 개발 경력 주1) 0명 채용 예정(인원은 변경 가능) 주2) [필요기술] 中 최소 1개 이상 충족할..."
